onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.621738	2	cue_social	n/a	16	n/a	n/a
4.621738	2	cue_social_low	n/a	16	n/a	n/a
6.511163	0.566464	dec_social_low	0.566464	16	n/a	8
6.511163	0.566464	dec_social_low_accept	0.566464	16	accept	8
12.259162	2	cue_social	n/a	32	n/a	n/a
12.259162	2	cue_social_high	n/a	32	n/a	n/a
14.161844	0.749756	dec_social_high	0.749756	32	n/a	2
14.161844	0.749756	dec_social_high_accept	0.749756	32	accept	2
19.806747	2	cue_nonsocial	n/a	32	n/a	n/a
19.806747	2	cue_nonsocial_high	n/a	32	n/a	n/a
21.812605	0.499036	dec_nonsocial_high	0.499036	32	n/a	3
21.812605	0.499036	dec_nonsocial_high_accept	0.499036	32	accept	3
26.743310	2	cue_social	n/a	32	n/a	n/a
26.743310	2	cue_social_high	n/a	32	n/a	n/a
28.644840	0.550017	dec_social_high	0.550017	32	n/a	2
28.644840	0.550017	dec_social_high_accept	0.550017	32	accept	2
35.890000	2	cue_nonsocial	n/a	32	n/a	n/a
35.890000	2	cue_nonsocial_high	n/a	32	n/a	n/a
37.895813	0.582472	dec_nonsocial_high	0.582472	32	n/a	16
37.895813	0.582472	dec_nonsocial_high_accept	0.582472	32	accept	16
45.156307	2	cue_nonsocial	n/a	32	n/a	n/a
45.156307	2	cue_nonsocial_high	n/a	32	n/a	n/a
47.161650	0.533170	dec_nonsocial_high	0.533170	32	n/a	2
47.161650	0.533170	dec_nonsocial_high_accept	0.533170	32	accept	2
54.528736	2	cue_social	n/a	16	n/a	n/a
54.528736	2	cue_social_low	n/a	16	n/a	n/a
56.427483	0.450740	dec_social_low	0.450740	16	n/a	8
56.427483	0.450740	dec_social_low_accept	0.450740	16	accept	8
61.320720	2	cue_social	n/a	16	n/a	n/a
61.320720	2	cue_social_low	n/a	16	n/a	n/a
63.260770	0.584212	dec_social_low	0.584212	16	n/a	1
63.260770	0.584212	dec_social_low_accept	0.584212	16	accept	1
73.739685	2	cue_nonsocial	n/a	16	n/a	n/a
73.739685	2	cue_nonsocial_low	n/a	16	n/a	n/a
75.744354	0.883841	dec_nonsocial_low	0.883841	16	n/a	2
75.744354	0.883841	dec_nonsocial_low_accept	0.883841	16	accept	2
81.389140	2	cue_nonsocial	n/a	16	n/a	n/a
81.389140	2	cue_nonsocial_low	n/a	16	n/a	n/a
