sub	MB	ME	stat	contrast	denoise	mask_name	mean_act	median_act
10154	6	4	cope	11	none	RVS	-157.72525	-42.33052
10154	6	4	cope	11	none	LVS	-483.7035	-568.97034
10154	6	4	cope	11	none	vmPFC	-525.97516	-413.26123
10154	6	4	cope	11	none	FFA	551.1535	470.1647
10154	6	4	cope	11	none	sCerb	-270.07944	-255.93015
10154	6	4	cope	11	none	iCerb	-92.18507	-96.7327
10154	6	4	cope	11	none	Motor	-321.87558	-307.0695
10154	6	4	varcope	12	none	VS	554878.9	571754.1
10154	6	4	varcope	12	none	RVS	830584.06	534980.7
10154	6	4	varcope	12	none	LVS	729779.25	702085.5
10154	6	4	varcope	12	none	vmPFC	310080.8	288705.53
10154	6	4	varcope	12	none	FFA	399572.4	245363.95
10154	6	4	varcope	12	none	sCerb	871190.56	754889.5
10154	6	4	varcope	12	none	iCerb	347750.53	339817.38
10154	6	4	varcope	12	none	Motor	290963.75	234429.0
10154	6	4	zstat	12	none	VS	0.015162623	0.0
10154	6	4	zstat	12	none	RVS	0.20090874	0.14996257
10154	6	4	zstat	12	none	LVS	0.25677636	0.21550635
10154	6	4	zstat	12	none	vmPFC	0.41087994	0.32962245
10154	6	4	zstat	12	none	FFA	-0.22671957	-0.0781482
10154	6	4	zstat	12	none	sCerb	0.5653171	0.6028588
10154	6	4	zstat	12	none	iCerb	0.5069263	0.49225628
10154	6	4	zstat	12	none	Motor	0.96153146	1.0234245
10154	6	4	zstat	13	none	VS	0.37039226	0.36054227
10154	6	4	zstat	13	none	RVS	0.32443982	0.4080997
10154	6	4	zstat	13	none	LVS	0.8083322	0.8539983
10154	6	4	zstat	13	none	vmPFC	0.42839104	0.50954425
10154	6	4	zstat	13	none	FFA	0.4134595	0.5144347
10154	6	4	zstat	13	none	sCerb	0.22924784	0.17681612
10154	6	4	zstat	13	none	iCerb	0.74148244	0.7311953
10154	6	4	zstat	13	none	Motor	0.81302226	0.83102083
10154	6	4	cope	13	none	VS	91.17045	65.309364
10154	6	4	cope	13	none	RVS	87.83326	85.68921
10154	6	4	cope	13	none	LVS	220.3456	245.51382
10154	6	4	cope	13	none	vmPFC	72.83451	71.454994
10154	6	4	cope	13	none	FFA	93.534584	73.92723
10154	6	4	cope	13	none	sCerb	58.461655	49.78195
10154	6	4	cope	13	none	iCerb	133.60626	135.48904
10154	6	4	cope	13	none	Motor	140.52284	122.69545
10154	3	4	varcope	13	none	VS	59429.52	56682.42
10154	3	4	varcope	13	none	RVS	94371.95	52426.26
10154	3	4	varcope	13	none	LVS	86450.15	64601.965
10154	3	4	varcope	13	none	vmPFC	29445.11	25203.865
10154	3	4	varcope	13	none	FFA	33691.53	23768.816
10154	3	4	varcope	13	none	sCerb	75431.3	64352.14
10154	3	4	varcope	13	none	iCerb	44220.008	42650.734
10154	3	4	varcope	13	none	Motor	30867.688	23741.633
10154	3	4	cope	12	none	VS	-48.250565	-79.91205
10154	3	4	cope	12	none	RVS	-77.383545	-46.135574
10154	3	4	cope	12	none	LVS	-144.14606	-182.48808
10154	3	4	cope	12	none	vmPFC	-122.298645	-37.223717
10154	3	4	cope	12	none	FFA	-181.74687	-117.588104
10154	3	4	cope	12	none	sCerb	110.8047	102.86736
10154	3	4	cope	12	none	iCerb	7.7505965	19.046713
10154	3	4	cope	12	none	Motor	62.66233	44.704494
10154	3	4	varcope	11	none	VS	63550.918	60163.945
10154	3	4	varcope	11	none	RVS	99716.586	56499.46
10154	3	4	varcope	11	none	LVS	91425.74	68449.84
10154	3	4	varcope	11	none	vmPFC	28764.88	24106.186
10154	3	4	varcope	11	none	FFA	32793.664	24036.654
10154	3	4	varcope	11	none	sCerb	78453.19	67865.99
10154	3	4	varcope	11	none	iCerb	46268.98	44610.703
10154	3	4	varcope	11	none	Motor	30914.527	24145.26
10154	3	4	zstat	11	none	VS	-0.50442547	-0.3165353
10154	3	4	zstat	11	none	RVS	-0.8455713	-0.8640216
10154	3	4	zstat	11	none	LVS	-0.7003798	-0.5799308
10154	3	4	zstat	11	none	vmPFC	-1.033814	-0.9426636
10154	3	4	zstat	11	none	FFA	0.047758467	0.10041846
10154	3	4	zstat	11	none	sCerb	-0.30590588	-0.27990267
10154	3	4	zstat	11	none	iCerb	-0.5333948	-0.5274503
10154	3	4	zstat	11	none	Motor	-0.61259824	-0.6114681
10154	3	4	cope	11	none	VS	-118.69803	-79.799225
10154	3	4	cope	11	none	RVS	-276.08612	-223.71556
10154	3	4	cope	11	none	LVS	-206.2392	-178.31859
10154	3	4	cope	11	none	vmPFC	-205.50038	-122.69425
10154	3	4	cope	11	none	FFA	-26.134348	14.069618
10154	3	4	cope	11	none	sCerb	-94.19144	-71.3685
10154	3	4	cope	11	none	iCerb	-118.2327	-110.97462
10154	3	4	cope	11	none	Motor	-117.321655	-95.441345
10154	3	4	varcope	12	none	VS	51769.426	49142.742
10154	3	4	varcope	12	none	RVS	81771.97	45817.227
10154	3	4	varcope	12	none	LVS	74920.6	55951.73
10154	3	4	varcope	12	none	vmPFC	24897.549	21191.443
10154	3	4	varcope	12	none	FFA	28873.139	20455.41
10154	3	4	varcope	12	none	sCerb	65275.258	55906.953
10154	3	4	varcope	12	none	iCerb	38323.71	36911.996
10154	3	4	varcope	12	none	Motor	26381.447	20402.225
10154	3	4	zstat	12	none	VS	-0.23615636	-0.35367864
10154	3	4	zstat	12	none	RVS	-0.19690646	-0.17043424
10154	3	4	zstat	12	none	LVS	-0.6057069	-0.7267826
10154	3	4	zstat	12	none	vmPFC	-0.49473137	-0.27772963
10154	3	4	zstat	12	none	FFA	-0.9424774	-0.79895717
10154	3	4	zstat	12	none	sCerb	0.44538897	0.41753247
10154	3	4	zstat	12	none	iCerb	0.059564862	0.0955433
10154	3	4	zstat	12	none	Motor	0.39101908	0.32722276
10154	3	4	zstat	13	none	VS	1.018449	0.9565686
10154	3	4	zstat	13	none	RVS	0.31146228	0.20691332
10154	3	4	zstat	13	none	LVS	0.528898	0.31312662
10154	3	4	zstat	13	none	vmPFC	-0.39026794	-0.4908218
10154	3	4	zstat	13	none	FFA	0.23174903	0.29641405
10154	3	4	zstat	13	none	sCerb	0.4048867	0.4253282
10154	3	4	zstat	13	none	iCerb	0.21919587	0.15697746
10154	3	4	zstat	13	none	Motor	0.112660766	0.08784545
10154	3	4	cope	13	none	VS	248.48221	235.69286
10154	3	4	cope	13	none	RVS	76.50393	49.635582
10154	3	4	cope	13	none	LVS	156.58194	103.42364
10154	3	4	cope	13	none	vmPFC	-58.092987	-80.31839
10154	3	4	cope	13	none	FFA	38.886738	38.808945
10154	3	4	cope	13	none	sCerb	98.98765	111.58232
10154	3	4	cope	13	none	iCerb	42.07416	32.34039
10154	3	4	cope	13	none	Motor	19.988653	12.281254
10154	1	4	varcope	13	none	VS	193773.88	188063.0
10154	1	4	varcope	13	none	RVS	463778.72	172884.53
10154	1	4	varcope	13	none	LVS	314948.03	191389.84
10154	1	4	varcope	13	none	vmPFC	122932.24	85162.25
10154	1	4	varcope	13	none	FFA	210599.11	132268.08
10154	1	4	varcope	13	none	sCerb	297939.62	212657.2
10154	1	4	varcope	13	none	iCerb	157438.11	143457.77
10154	1	4	varcope	13	none	Motor	165273.6	97104.68
10154	1	4	cope	12	none	VS	207.28918	221.48462
10154	1	4	cope	12	none	RVS	170.70654	111.10474
10154	1	4	cope	12	none	LVS	-130.18396	-142.90129
10154	1	4	cope	12	none	vmPFC	130.95763	193.36662
10154	1	4	cope	12	none	FFA	70.9638	3.5111828
10154	1	4	cope	12	none	sCerb	531.10315	536.6331
10154	1	4	cope	12	none	iCerb	539.23157	551.27814
10154	1	4	cope	12	none	Motor	273.65695	211.70511
10154	1	4	varcope	11	none	VS	475657.3	460436.66
10154	1	4	varcope	11	none	RVS	1131561.1	427035.56
10154	1	4	varcope	11	none	LVS	771116.7	470301.84
10154	1	4	varcope	11	none	vmPFC	307174.44	212380.28
10154	1	4	varcope	11	none	FFA	516750.0	323960.5
10154	1	4	varcope	11	none	sCerb	732975.4	523077.06
10154	1	4	varcope	11	none	iCerb	381660.62	347213.06
10154	1	4	varcope	11	none	Motor	406272.97	237155.75
10154	1	4	zstat	11	none	VS	0.22257274	0.25031012
10154	1	4	zstat	11	none	RVS	-0.06991283	-0.006843054
10154	1	4	zstat	11	none	LVS	0.20965558	0.082021095
10154	1	4	zstat	11	none	vmPFC	-0.45896792	-0.65547574
10154	1	4	zstat	11	none	FFA	0.7087801	0.6385478
10154	1	4	zstat	11	none	sCerb	0.012722212	0.010566696
10154	1	4	zstat	11	none	iCerb	-0.0153371915	-0.004330276
10154	1	4	zstat	11	none	Motor	-0.055157572	-0.035605904
10154	1	4	cope	11	none	VS	162.46632	188.15414
10154	1	4	cope	11	none	RVS	267.64377	-8.97434
10154	1	4	cope	11	none	LVS	200.27405	109.11022
10154	1	4	cope	11	none	vmPFC	-258.07315	-216.2783
10154	1	4	cope	11	none	FFA	460.01816	352.14645
10154	1	4	cope	11	none	sCerb	-3.9035945	8.101187
10154	1	4	cope	11	none	iCerb	-5.4315305	-2.6022143
10154	1	4	cope	11	none	Motor	36.98898	-18.34946
10154	1	4	varcope	12	none	VS	537884.7	519708.25
10154	1	4	varcope	12	none	RVS	1301803.5	479008.94
10154	1	4	varcope	12	none	LVS	875185.06	530190.8
10154	1	4	varcope	12	none	vmPFC	322918.16	220336.9
10154	1	4	varcope	12	none	FFA	543680.3	352246.06
10154	1	4	varcope	12	none	sCerb	815678.4	591545.56
10154	1	4	varcope	12	none	iCerb	435105.1	399141.84
10154	1	4	varcope	12	none	Motor	443487.34	264299.03
10154	1	4	zstat	12	none	VS	0.27645633	0.2887944
10154	1	4	zstat	12	none	RVS	0.18840906	0.1594357
10154	1	4	zstat	12	none	LVS	-0.21671955	-0.23225741
10154	1	4	zstat	12	none	vmPFC	0.25474468	0.44586277
10154	1	4	zstat	12	none	FFA	0.1055128	0.008965778
10154	1	4	zstat	12	none	sCerb	0.6484662	0.6643337
10154	1	4	zstat	12	none	iCerb	0.8430039	0.9031248
10154	1	4	zstat	12	none	Motor	0.45115	0.4235091
10154	1	4	zstat	13	none	VS	0.023853824	0.09457607
10154	1	4	zstat	13	none	RVS	0.38496503	0.5064153
10154	1	4	zstat	13	none	LVS	-0.18425809	-0.06844944
10154	1	4	zstat	13	none	vmPFC	0.69746566	0.65297484
10154	1	4	zstat	13	none	FFA	0.085154004	0.1203078
10154	1	4	zstat	13	none	sCerb	0.112734005	0.14365184
10154	1	4	zstat	13	none	iCerb	-0.12558365	-0.124258965
10154	1	4	zstat	13	none	Motor	0.19068886	0.1942306
10154	1	4	cope	13	none	VS	5.1433773	36.740837
10154	1	4	cope	13	none	RVS	215.74385	223.86806
10154	1	4	cope	13	none	LVS	-46.945736	-37.70611
10154	1	4	cope	13	none	vmPFC	253.38496	204.24649
10154	1	4	cope	13	none	FFA	59.462852	45.807335
10154	1	4	cope	13	none	sCerb	74.224846	61.77049
10154	1	4	cope	13	none	iCerb	-44.97465	-45.55457
10154	1	4	cope	13	none	Motor	55.93649	63.36245
10142	6	1	varcope	13	none	VS	50479.652	49836.016
10142	6	1	varcope	13	none	RVS	62061.527	43005.53
10142	6	1	varcope	13	none	LVS	55851.816	50177.168
10142	6	1	varcope	13	none	vmPFC	28629.607	24424.482
10142	6	1	varcope	13	none	FFA	26860.549	20669.496
10142	6	1	varcope	13	none	sCerb	34844.367	32608.162
10142	6	1	varcope	13	none	iCerb	27395.436	27927.377
10142	6	1	varcope	13	none	Motor	14487.05	11883.021
10142	6	1	cope	12	none	VS	-2.0355554	-14.262523
10142	6	1	cope	12	none	RVS	40.270355	-7.9985957
10142	6	1	cope	12	none	LVS	95.49942	104.07295
10142	6	1	cope	12	none	vmPFC	63.47865	44.307137
10142	6	1	cope	12	none	FFA	-159.1435	-191.24272
10142	6	1	cope	12	none	sCerb	153.70474	147.56682
10142	6	1	cope	12	none	iCerb	151.53839	164.61047
10142	6	1	cope	12	none	Motor	120.88339	95.37241
10142	6	1	varcope	11	none	VS	60579.652	59995.742
10142	6	1	varcope	11	none	RVS	74353.57	51991.227
10142	6	1	varcope	11	none	LVS	66956.39	60433.66
10142	6	1	varcope	11	none	vmPFC	33075.8	28357.174
10142	6	1	varcope	11	none	FFA	32627.498	25151.133
10142	6	1	varcope	11	none	sCerb	41518.88	39286.465
10142	6	1	varcope	11	none	iCerb	32978.625	33960.21
10142	6	1	varcope	11	none	Motor	16822.834	13968.41
10142	6	1	zstat	11	none	VS	-0.21662773	-0.18779391
10142	6	1	zstat	11	none	RVS	-0.10567335	0.029504921
10142	6	1	zstat	11	none	LVS	-0.545322	-0.51356477
10142	6	1	zstat	11	none	vmPFC	-0.2887175	-0.19901365
10142	6	1	zstat	11	none	FFA	0.8396663	0.7252089
10142	6	1	zstat	11	none	sCerb	0.0038350453	-0.06486892
10142	6	1	zstat	11	none	iCerb	0.11208761	0.12683183
10142	6	1	zstat	11	none	Motor	-0.5132654	-0.500435
10142	6	1	cope	11	none	VS	-61.40648	-47.225883
10142	6	1	cope	11	none	RVS	-60.191887	5.5843434
10142	6	1	cope	11	none	LVS	-150.14359	-137.22737
10142	6	1	cope	11	none	vmPFC	-49.90328	-32.742752
10142	6	1	cope	11	none	FFA	166.10434	126.75959
10142	6	1	cope	11	none	sCerb	-9.792735	-10.611105
10142	6	1	cope	11	none	iCerb	20.049273	21.294662
10142	6	1	cope	11	none	Motor	-71.855934	-58.67405
10142	6	1	varcope	12	none	VS	53927.562	53394.22
10142	6	1	varcope	12	none	RVS	66564.336	46378.83
10142	6	1	varcope	12	none	LVS	59520.156	53638.137
10142	6	1	varcope	12	none	vmPFC	29846.988	25503.762
10142	6	1	varcope	12	none	FFA	29418.988	22431.04
10142	6	1	varcope	12	none	sCerb	36853.152	34809.74
10142	6	1	varcope	12	none	iCerb	29215.068	30041.422
10142	6	1	varcope	12	none	Motor	15143.117	12530.33
10142	6	1	zstat	12	none	VS	-0.05260266	-0.061886497
10142	6	1	zstat	12	none	RVS	0.12887207	-0.03885977
10142	6	1	zstat	12	none	LVS	0.392898	0.45672882
10142	6	1	zstat	12	none	vmPFC	0.37099212	0.33228728
10142	6	1	zstat	12	none	FFA	-0.9439305	-1.1226534
10142	6	1	zstat	12	none	sCerb	0.80501413	0.80043703
10142	6	1	zstat	12	none	iCerb	0.86677015	0.95157516
10142	6	1	zstat	12	none	Motor	0.98292786	0.85455316
10142	6	1	zstat	13	none	VS	1.4307959	1.3278439
10142	6	1	zstat	13	none	RVS	1.9337797	1.6924162
10142	6	1	zstat	13	none	LVS	1.857332	1.7502879
10142	6	1	zstat	13	none	vmPFC	1.1944166	1.1134565
10142	6	1	zstat	13	none	FFA	1.1578889	1.2075636
10142	6	1	zstat	13	none	sCerb	0.49586597	0.448931
10142	6	1	zstat	13	none	iCerb	0.17827469	0.14420612
10142	6	1	zstat	13	none	Motor	0.66107386	0.66871357
10142	6	1	cope	13	none	VS	311.35553	309.21298
10142	6	1	cope	13	none	RVS	456.21384	406.8774
10142	6	1	cope	13	none	LVS	438.5387	393.2938
10142	6	1	cope	13	none	vmPFC	218.439	178.21646
10142	6	1	cope	13	none	FFA	197.38997	172.62976
10142	6	1	cope	13	none	sCerb	96.16566	82.74256
10142	6	1	cope	13	none	iCerb	27.297695	20.7278
10142	6	1	cope	13	none	Motor	86.37687	73.87958
10142	1	1	varcope	13	none	VS	194170.52	186128.78
10142	1	1	varcope	13	none	RVS	303309.4	161707.45
10142	1	1	varcope	13	none	LVS	302807.4	216884.7
10142	1	1	varcope	13	none	vmPFC	189183.78	121763.59
10142	1	1	varcope	13	none	FFA	166758.45	131981.56
10142	1	1	varcope	13	none	sCerb	186354.28	165760.1
10142	1	1	varcope	13	none	iCerb	154242.62	152192.73
10142	1	1	varcope	13	none	Motor	105613.555	76376.76
10142	1	1	cope	12	none	VS	-74.864365	-54.831944
10142	1	1	cope	12	none	RVS	-31.71004	-23.770685
10142	1	1	cope	12	none	LVS	-51.492977	-28.841957
10142	1	1	cope	12	none	vmPFC	-94.40274	-53.686943
10142	1	1	cope	12	none	FFA	295.45105	282.05618
10142	1	1	cope	12	none	sCerb	114.15495	101.66779
10142	1	1	cope	12	none	iCerb	95.87005	114.094986
10142	1	1	cope	12	none	Motor	70.48036	51.10281
10142	1	1	varcope	11	none	VS	210633.89	203776.95
10142	1	1	varcope	11	none	RVS	316678.4	174535.23
10142	1	1	varcope	11	none	LVS	322255.5	234866.98
10142	1	1	varcope	11	none	vmPFC	183058.06	119658.12
10142	1	1	varcope	11	none	FFA	159489.58	134224.64
10142	1	1	varcope	11	none	sCerb	200786.7	179429.47
10142	1	1	varcope	11	none	iCerb	166780.1	164972.33
10142	1	1	varcope	11	none	Motor	105723.016	78615.39
10142	1	1	zstat	11	none	VS	-0.012291744	0.024316799
10142	1	1	zstat	11	none	RVS	0.38067177	0.41852346
10142	1	1	zstat	11	none	LVS	-0.16508761	-0.20646113
10142	1	1	zstat	11	none	vmPFC	-0.08286418	-0.03630499
