sub	task	run	tsnr	fd_mean
10317	ugr	2	22.25673933373764	0.17472888088414582
10317	ugr	1	21.12941190134734	0.20044653217903485
10317	doors	1	19.680794991203584	0.17284926651210825
10317	socialdoors	1	20.533172876457684	0.186765437397352
10317	trust	1	18.889986241585575	0.2117265459830239
10317	sharedreward	2	18.523996904026717	0.20053482415930207
10317	sharedreward	1	17.756101141683757	0.18742617428573752
10369	ugr	1	15.867485656170174	0.2558463844538629
10369	ugr	2	21.41954317642376	0.11876885211715134
10369	doors	1	20.754516958259046	0.10807993893313589
10369	socialdoors	1	20.173441672697663	0.11961789030300075
10369	trust	1	19.421741188503802	0.14367067276971252
10369	sharedreward	2	19.33924040850252	0.14116774213314
10369	sharedreward	1	18.892139293369837	0.1124872321440448
10462	ugr	1	19.612563786562532	0.14476218000649346
10462	ugr	2	18.614152551162988	0.18219840136937296
10462	doors	1	18.50088531896472	0.1470836710587076
10462	socialdoors	1	17.167432000976987	0.16764266306925998
10462	trust	1	18.4477608956513	0.15805809422220765
10462	sharedreward	1	18.979045568034053	0.14834352184061728
10478	ugr	1	24.26448773185257	0.08090808069911723
10478	ugr	2	24.089822376612574	0.07667825066007256
10478	doors	1	25.09184393961914	0.07291586547915467
10478	socialdoors	1	24.63455135829281	0.07303025876529722
10478	trust	1	22.503069484373555	0.07618082128515227
10478	trust	2	20.80852261185646	0.09200332169809426
10478	sharedreward	2	20.460127019905485	0.10334392623607885
10478	sharedreward	1	22.906553062493913	0.0720208207481643
10486	ugr	1	19.992812522687018	0.16821806703879943
10486	doors	1	21.43701742659323	0.14600090206840802
10486	socialdoors	1	19.355460910126567	0.135314123629465
10486	trust	2	18.85329629201442	0.15914988614671277
10486	trust	1	16.93453068099916	0.1735768753263445
10486	sharedreward	1	19.325708848773502	0.16096350810591858
10486	sharedreward	2	19.986936922185123	0.15822069766448785
10529	ugr	2	20.97689969453495	0.1760440372560528
10529	ugr	1	18.31522474391386	0.1790748567202836
10529	doors	1	18.631478749215603	0.20527212164436132
10529	socialdoors	1	20.656621750211343	0.18607746626118898
10529	trust	2	18.30330636887811	0.2274140748873707
10529	trust	1	18.70569902472198	0.19615034108927903
10529	sharedreward	1	19.653748167911544	0.20539744405117474
10529	sharedreward	2	20.645811995491385	0.19632221454638263
10541	ugr	2	14.117558218364138	0.3960093046602186
10541	ugr	1	15.646409669599961	0.37801699138378464
10541	doors	1	11.940231555141509	0.4865189063222753
10541	socialdoors	1	14.174646567553282	0.3802700236430477
10541	trust	2	17.015343892388046	0.34340082084568885
10541	trust	1	18.254940235055983	0.2838173324233667
10541	sharedreward	1	16.908740874379873	0.3220619822497667
10541	sharedreward	2	13.521426204708405	0.3612086009256307
10559	ugr	2	15.45076871640049	0.24421701445685803
10559	ugr	1	13.520171754062176	0.19590331036660244
10559	doors	1	18.03374374276609	0.15041415298850616
10559	socialdoors	1	16.4177375305444	0.17779465717692536
10559	trust	1	15.334417298145127	0.2519479146815445
10559	trust	2	11.274653283180669	0.34273031958731703
10559	sharedreward	2	15.64487537369132	0.28012521110030086
10559	sharedreward	1	15.985446769278497	0.20652611414231545
10572	ugr	1	13.454132287530228	0.344786567408629
10572	doors	1	17.58347352175042	0.2868948852838813
10572	socialdoors	1	16.23672861792147	0.2756162710806274
10572	trust	1	17.825433670543134	0.2905693780970647
10572	trust	2	15.1960334982723	0.3764144153166521
10572	sharedreward	2	14.184552527149208	0.29326115122236446
10572	sharedreward	1	15.638968514977023	0.3256373528269385
10581	ugr	2	17.62634252139833	0.38944671194981567
10581	ugr	1	14.948886647529434	0.276248562503449
10581	doors	1	16.06993634038372	0.1950823174181001
10581	socialdoors	1	14.688011656398885	0.18491510482513074
10581	trust	1	14.455889465287328	0.20697863974616537
10581	trust	2	16.670128559693694	0.13301723895705392
10581	sharedreward	1	14.973767085932195	0.1836265204200745
10581	sharedreward	2	15.322639904916286	0.15713063560796575
10584	ugr	1	15.362717971613165	0.18326349815992793
10584	doors	1	16.5728542804718	0.1572711289999646
10584	socialdoors	1	17.47900641709566	0.11629140762683021
10584	trust	1	16.653812495060265	0.1117135859803009
10584	trust	2	17.841493765357882	0.11724524976657316
10584	sharedreward	1	18.971497093094513	0.1233699936574784
10603	ugr	1	15.754596368526109	0.3023953788602454
10603	doors	1	16.883897667052224	0.28649814353572567
10603	socialdoors	1	17.35537099954672	0.2996811756649693
10603	trust	2	17.01949334703386	0.3076863878311642
10603	trust	1	17.651554715121165	0.30443766763294106
10603	sharedreward	1	19.357388593489304	0.21465634684804913
10606	ugr	2	21.801492584869266	0.11813561925133394
10606	ugr	1	21.808093040715903	0.12347340959481345
10606	doors	1	21.88486789772287	0.11528769637840111
10606	socialdoors	1	22.585427307290956	0.10626172178074368
10606	trust	1	21.40046636457555	0.13428832076633812
10606	trust	2	20.70583736349363	0.13506337558670556
10606	sharedreward	2	22.861435463652015	0.08910101767319827
10606	sharedreward	1	22.294822977273725	0.11235969853255717
10608	ugr	2	21.383977309567854	0.17375695182351641
10608	ugr	1	22.434230636106804	0.18997138133132724
10608	doors	1	23.02792566549033	0.16313697581336617
10608	socialdoors	1	23.358098982775118	0.14458239934072256
10608	trust	1	22.930500537273474	0.15103666821372866
10608	sharedreward	2	19.872467376291752	0.18638049525920775
10608	sharedreward	1	23.339878920000046	0.1404407020440464
10617	ugr	1	14.71413324214518	0.3029142453980289
10617	doors	1	17.866626192233525	0.24987613291755206
10617	socialdoors	1	17.799456194392405	0.24167790666358996
10617	trust	1	18.982456370489672	0.21643893903337613
10617	trust	2	17.842799325822853	0.245951639409154
10617	sharedreward	1	18.35611426574178	0.2273826201654952
10640	ugr	2	31.490877483738586	0.09479615312587972
10640	ugr	1	32.71351091377437	0.10277278820638164
10640	doors	1	36.925827303901315	0.0918546603779077
10640	socialdoors	1	36.33518734574318	0.08981116029241665
