sub-10418,run-1,0
sub-10418,run-2,0
sub-10369,run-1,1
sub-10541,run-1,2
sub-10541,run-2,0
sub-10418,run-1,0
sub-10418,run-2,0
sub-10369,run-1,1
sub-10541,run-1,2
sub-10541,run-2,0
sub-10418,run-1,0
sub-10418,run-2,0
sub-10369,run-1,1
sub-10541,run-1,2
sub-10541,run-2,0
sub-10317,run-1,0
sub-10369,run-1,1
sub-10402,run-1,1
sub-10402,run-2,0
sub-10418,run-1,0
sub-10418,run-2,0
sub-10462,run-1,1
sub-10478,run-1,1
sub-10478,run-2,1
sub-10486,run-1,0
sub-10529,run-1,1
sub-10529,run-2,2
sub-10541,run-1,2
sub-10541,run-2,0
sub-10572,run-1,1
sub-10572,run-2,0
sub-10581,run-1,4
sub-10581,run-2,1
sub-10584,run-1,0
sub-10584,run-2,1
sub-10585,run-1,0
sub-10585,run-2,0
sub-10589,run-1,0
sub-10589,run-2,0
sub-10590,run-1,0
sub-10590,run-2,0
sub-10596,run-1,1
sub-10596,run-2,1
sub-10603,run-1,0
sub-10603,run-2,0
sub-10606,run-1,2
sub-10606,run-2,1
sub-10608,run-1,0
sub-10617,run-1,0
sub-10636,run-1,2
sub-10636,run-2,0
sub-10638,run-1,0
sub-10638,run-2,1
sub-10641,run-1,0
sub-10642,run-1,0
sub-10642,run-2,0
sub-10644,run-1,1
sub-10644,run-2,1
sub-10647,run-1,1
sub-10647,run-2,0
sub-10649,run-1,4
sub-10649,run-2,3
sub-10652,run-1,0
sub-10652,run-2,0
sub-10656,run-1,0
sub-10656,run-2,0
sub-10657,run-1,1
sub-10659,run-1,0
sub-10659,run-2,0
sub-10663,run-1,4
sub-10663,run-2,4
sub-10673,run-1,0
sub-10673,run-2,0
sub-10674,run-1,0
sub-10674,run-2,0
sub-10677,run-1,2
sub-10677,run-2,0
sub-10685,run-1,1
sub-10685,run-2,0
sub-10691,run-1,0
sub-10691,run-2,0
sub-10700,run-1,0
sub-10700,run-2,0
sub-10701,run-1,1
sub-10701,run-2,0
sub-10716,run-1,0
sub-10716,run-2,0
sub-10720,run-1,0
sub-10720,run-2,0
sub-10723,run-1,1
sub-10723,run-2,0
sub-10741,run-1,0
sub-10741,run-2,1
sub-10774,run-1,0
sub-10774,run-2,1
sub-10777,run-1,0
sub-10781,run-1,1
sub-10781,run-2,0
sub-10783,run-1,3
sub-10783,run-2,0
sub-10800,run-1,0
sub-10800,run-2,4
sub-10804,run-1,0
sub-10804,run-2,3
