onset	duration	trial_type	response_time	Endowment	Endowment_pmod	Decision	Decision_pmod	Offer_pmod
4.504327	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
4.504327	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
11.401525	2	cue_social	n/a	16	-8	n/a	n/a	n/a
11.401525	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
18.172455	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
18.172455	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
25.004267	2	cue_nonsocial	n/a	16	-10	n/a	n/a	n/a
25.004267	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
31.837460	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
31.837460	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
42.765827	2	cue_social	n/a	32	8	n/a	n/a	n/a
42.765827	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
51.971130	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
51.971130	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
58.803974	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
58.803974	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
65.706825	2	cue_social	n/a	32	8	n/a	n/a	n/a
65.706825	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
74.887340	2	cue_nonsocial	n/a	16	-10	n/a	n/a	n/a
74.887340	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
82.607150	2	cue_social	n/a	32	8	n/a	n/a	n/a
82.607150	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
89.370780	2	cue_nonsocial	n/a	16	-10	n/a	n/a	n/a
89.370780	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
97.079210	2	cue_social	n/a	32	8	n/a	n/a	n/a
97.079210	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
103.853680	2	cue_nonsocial	n/a	16	-10	n/a	n/a	n/a
103.853680	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
111.556990	2	cue_social	n/a	32	8	n/a	n/a	n/a
111.556990	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
119.224464	2	cue_social	n/a	16	-8	n/a	n/a	n/a
119.224464	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
125.987680	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
125.987680	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
133.637360	2	cue_nonsocial	n/a	16	-10	n/a	n/a	n/a
133.637360	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
141.336670	2	cue_social	n/a	16	-8	n/a	n/a	n/a
141.336670	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
148.120790	2	cue_nonsocial	n/a	16	-10	n/a	n/a	n/a
148.120790	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
154.954160	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
154.954160	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
161.870770	2	cue_social	n/a	32	8	n/a	n/a	n/a
161.870770	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
171.037320	2	cue_nonsocial	n/a	16	-10	n/a	n/a	n/a
171.037320	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
180.364330	2	cue_social	n/a	16	-8	n/a	n/a	n/a
180.364330	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
187.997300	2	cue_social	n/a	32	8	n/a	n/a	n/a
187.997300	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
194.870380	2	cue_social	n/a	32	8	n/a	n/a	n/a
194.870380	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
201.674960	2	cue_social	n/a	32	8	n/a	n/a	n/a
201.674960	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
208.535540	2	cue_social	n/a	16	-8	n/a	n/a	n/a
208.535540	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
215.341370	2	cue_social	n/a	16	-8	n/a	n/a	n/a
215.341370	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
224.590970	2	cue_social	n/a	16	-8	n/a	n/a	n/a
224.590970	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
231.370510	2	cue_nonsocial	n/a	16	-10	n/a	n/a	n/a
231.370510	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
238.253430	2	cue_social	n/a	16	-8	n/a	n/a	n/a
238.253430	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
245.036760	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
245.036760	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
251.927080	2	cue_social	n/a	32	8	n/a	n/a	n/a
251.927080	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
259.520320	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
259.520320	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
267.170870	2	cue_nonsocial	n/a	16	-10	n/a	n/a	n/a
267.170870	2	cue_nonsocial_low	n/a	16	-8	n/a	n/a	n/a
274.868100	2	cue_social	n/a	16	-8	n/a	n/a	n/a
274.868100	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
281.653350	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
281.653350	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
289.375180	2	cue_social	n/a	32	8	n/a	n/a	n/a
289.375180	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
296.195800	2	cue_social	n/a	16	-8	n/a	n/a	n/a
296.195800	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
305.463040	2	cue_social	n/a	16	-8	n/a	n/a	n/a
305.463040	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
316.301270	2	cue_social	n/a	16	-8	n/a	n/a	n/a
316.301270	2	cue_social_low	n/a	16	-10	n/a	n/a	n/a
325.503600	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
325.503600	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
332.398400	2	cue_social	n/a	32	8	n/a	n/a	n/a
332.398400	2	cue_social_high	n/a	32	6	n/a	n/a	n/a
339.986720	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
339.986720	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
350.853850	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
350.853850	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
357.686600	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
357.686600	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
365.336520	2	cue_nonsocial	n/a	32	6	n/a	n/a	n/a
365.336520	2	cue_nonsocial_high	n/a	32	8	n/a	n/a	n/a
6.511106	3.000189	dec_nonsocial_choice	3.000189	32.000000	n/a	8	2.659574e-02	2.659574e-02
6.511106	3.000189	dec_choice	3.000189	32.000000	n/a	8	2.083333e-02	2.083333e-02
6.511106	3.000189	dec_nonsocial_accept	3.000189	32.000000	n/a	8	7.621951e-03	7.621951e-03
6.511106	3.000189	dec_accept	3.000189	32.000000	n/a	8	-2.976190e-03	-2.976190e-03
6.511106	3.000189	dec_nonsocial_accept_high	3.000189	32.000000	n/a	8	1.875000e-02	1.875000e-02
13.344658	1.183073	dec_social_choice	1.183073	16.000000	n/a	8	2.765957e-01	2.765957e-01
13.344658	1.183073	dec_choice	1.183073	16.000000	n/a	8	2.826087e-01	2.826087e-01
13.344658	1.183073	dec_social_accept	1.183073	16.000000	n/a	8	2.576220e-01	2.576220e-01
13.344658	1.183073	dec_accept	1.183073	16.000000	n/a	8	2.687500e-01	2.687500e-01
13.344658	1.183073	dec_social_high	1.183073	16.000000	n/a	8	2.826087e-01	2.826087e-01
13.344658	1.183073	dec_social_accept_high	1.183073	16.000000	n/a	8	2.826087e-01	2.826087e-01
20.177244	1.183324	dec_nonsocial_choice	1.183324	32.000000	n/a	3	-1.296543e-01	-1.296543e-01
20.177244	1.183324	dec_choice	1.183324	32.000000	n/a	3	-1.354167e-01	-1.354167e-01
20.177244	1.183324	dec_nonsocial_accept	1.183324	32.000000	n/a	3	-1.486280e-01	-1.486280e-01
20.177244	1.183324	dec_accept	1.183324	32.000000	n/a	3	-1.592262e-01	-1.592262e-01
20.177244	1.183324	dec_nonsocial_low	1.183324	32.000000	n/a	3	-1.354167e-01	-1.354167e-01
20.177244	1.183324	dec_nonsocial_accept_low	1.183324	32.000000	n/a	3	-1.592262e-01	-1.592262e-01
27.011204	1.233189	dec_nonsocial_choice	1.233189	16.000000	n/a	4	2.659574e-02	2.659574e-02
27.011204	1.233189	dec_choice	1.233189	16.000000	n/a	4	2.083333e-02	2.083333e-02
27.011204	1.233189	dec_nonsocial_accept	1.233189	16.000000	n/a	4	7.621951e-03	7.621951e-03
27.011204	1.233189	dec_accept	1.233189	16.000000	n/a	4	-2.976190e-03	-2.976190e-03
27.011204	1.233189	dec_nonsocial_high	1.233189	16.000000	n/a	4	2.083333e-02	2.083333e-02
27.011204	1.233189	dec_nonsocial_accept_high	1.233189	16.000000	n/a	4	-2.976190e-03	-2.976190e-03
33.844074	1.066191	dec_nonsocial_choice	1.066191	32.000000	n/a	3	-1.296543e-01	-1.296543e-01
33.844074	1.066191	dec_choice	1.066191	32.000000	n/a	3	-1.354167e-01	-1.354167e-01
33.844074	1.066191	dec_nonsocial_accept	1.066191	32.000000	n/a	3	-1.486280e-01	-1.486280e-01
33.844074	1.066191	dec_accept	1.066191	32.000000	n/a	3	-1.592262e-01	-1.592262e-01
33.844074	1.066191	dec_nonsocial_low	1.066191	32.000000	n/a	3	-1.354167e-01	-1.354167e-01
33.844074	1.066191	dec_nonsocial_accept_low	1.066191	32.000000	n/a	3	-1.592262e-01	-1.592262e-01
44.710983	0.615892	dec_social_choice	0.615892	32.000000	n/a	0	0	-2.234043e-01
44.710983	0.615892	dec_choice	0.615892	32.000000	n/a	0	0	-2.173913e-01
44.710983	0.615892	dec_social_reject	0.615892	32.000000	n/a	0	0	1.562500e-01
44.710983	0.615892	dec_reject	0.615892	32.000000	n/a	0	0	1.250000e-01
44.710983	0.615892	dec_social_low	0.615892	32.000000	n/a	0	-2.173913e-01	-2.173913e-01
44.710983	0.615892	dec_social_reject_low	0.615892	32.000000	n/a	8	3.260870e-02	-2.173913e-01
53.977413	1.283384	dec_nonsocial_choice	1.283384	32.000000	n/a	16	2.765957e-01	2.765957e-01
53.977413	1.283384	dec_choice	1.283384	32.000000	n/a	16	2.708333e-01	2.708333e-01
53.977413	1.283384	dec_nonsocial_accept	1.283384	32.000000	n/a	16	2.576220e-01	2.576220e-01
53.977413	1.283384	dec_accept	1.283384	32.000000	n/a	16	2.470238e-01	2.470238e-01
53.977413	1.283384	dec_nonsocial_high	1.283384	32.000000	n/a	16	2.708333e-01	2.708333e-01
53.977413	1.283384	dec_nonsocial_accept_high	1.283384	32.000000	n/a	16	2.470238e-01	2.470238e-01
60.810993	2.783175	dec_nonsocial_choice	2.783175	32.000000	n/a	3	-1.296543e-01	-1.296543e-01
60.810993	2.783175	dec_choice	2.783175	32.000000	n/a	3	-1.354167e-01	-1.354167e-01
60.810993	2.783175	dec_nonsocial_accept	2.783175	32.000000	n/a	3	-1.486280e-01	-1.486280e-01
60.810993	2.783175	dec_accept	2.783175	32.000000	n/a	3	-1.592262e-01	-1.592262e-01
60.810993	2.783175	dec_nonsocial_accept_low	2.783175	32.000000	n/a	3	-1.375000e-01	-1.375000e-01
67.644070	2.450301	dec_social_choice	2.450301	32.000000	n/a	2	-1.609043e-01	-1.609043e-01
