onset	duration	trial_type	response_time	Endowment	Endowment_pmod	Decision	Decision_pmod	Offer_pmod
4.598654	2	cue_social	n/a	32	7	n/a	n/a	n/a
4.598654	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
13.845633	2	cue_social	n/a	16	-9	n/a	n/a	n/a
13.845633	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
21.498990	2	cue_social	n/a	16	-9	n/a	n/a	n/a
21.498990	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
28.268524	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
28.268524	2	cue_nonsocial_high	n/a	32	7	n/a	n/a	n/a
35.976444	2	cue_social	n/a	16	-9	n/a	n/a	n/a
35.976444	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
43.568096	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
43.568096	2	cue_nonsocial_low	n/a	16	-9	n/a	n/a	n/a
54.435070	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
54.435070	2	cue_nonsocial_high	n/a	32	7	n/a	n/a	n/a
65.386990	2	cue_social	n/a	32	7	n/a	n/a	n/a
65.386990	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
74.667950	2	cue_social	n/a	16	-9	n/a	n/a	n/a
74.667950	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
81.417990	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
81.417990	2	cue_nonsocial_high	n/a	32	7	n/a	n/a	n/a
88.251465	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
88.251465	2	cue_nonsocial_high	n/a	32	7	n/a	n/a	n/a
95.084990	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
95.084990	2	cue_nonsocial_high	n/a	32	7	n/a	n/a	n/a
104.351520	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
104.351520	2	cue_nonsocial_low	n/a	16	-9	n/a	n/a	n/a
111.184870	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
111.184870	2	cue_nonsocial_high	n/a	32	7	n/a	n/a	n/a
120.499760	2	cue_social	n/a	32	7	n/a	n/a	n/a
120.499760	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
128.176100	2	cue_social	n/a	32	7	n/a	n/a	n/a
128.176100	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
134.934710	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
134.934710	2	cue_nonsocial_low	n/a	16	-9	n/a	n/a	n/a
142.654800	2	cue_social	n/a	32	7	n/a	n/a	n/a
142.654800	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
151.931900	2	cue_social	n/a	32	7	n/a	n/a	n/a
151.931900	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
158.667980	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
158.667980	2	cue_nonsocial_high	n/a	32	7	n/a	n/a	n/a
166.388990	2	cue_social	n/a	16	-9	n/a	n/a	n/a
166.388990	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
178.801180	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
178.801180	2	cue_nonsocial_low	n/a	16	-9	n/a	n/a	n/a
185.704730	2	cue_social	n/a	16	-9	n/a	n/a	n/a
185.704730	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
192.484950	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
192.484950	2	cue_nonsocial_low	n/a	16	-9	n/a	n/a	n/a
199.317950	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
199.317950	2	cue_nonsocial_low	n/a	16	-9	n/a	n/a	n/a
206.247880	2	cue_social	n/a	32	7	n/a	n/a	n/a
206.247880	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
213.855760	2	cue_social	n/a	32	7	n/a	n/a	n/a
213.855760	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
220.693080	2	cue_social	n/a	16	-9	n/a	n/a	n/a
220.693080	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
227.467830	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
227.467830	2	cue_nonsocial_high	n/a	32	7	n/a	n/a	n/a
234.301130	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
234.301130	2	cue_nonsocial_high	n/a	32	7	n/a	n/a	n/a
241.239490	2	cue_social	n/a	16	-9	n/a	n/a	n/a
241.239490	2	cue_social_low	n/a	16	-9	n/a	n/a	n/a
248.784520	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
248.784520	2	cue_nonsocial_high	n/a	32	7	n/a	n/a	n/a
256.434480	2	cue_nonsocial	n/a	16	-9	n/a	n/a	n/a
256.434480	2	cue_nonsocial_low	n/a	16	-9	n/a	n/a	n/a
264.155200	2	cue_social	n/a	32	7	n/a	n/a	n/a
264.155200	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
273.402100	2	cue_social	n/a	32	7	n/a	n/a	n/a
273.402100	2	cue_social_high	n/a	32	7	n/a	n/a	n/a
280.184300	2	cue_nonsocial	n/a	32	7	n/a	n/a	n/a
