onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.581914	2	cue_social	n/a	16	n/a	n/a
4.581914	2	cue_social_low	n/a	16	n/a	n/a
6.509555	0.783713	dec_social_low	0.783713	16	n/a	8
6.509555	0.783713	dec_social_low_accept	0.783713	16	accept	8
12.206575	2	cue_social	n/a	16	n/a	n/a
12.206575	2	cue_social_low	n/a	16	n/a	n/a
14.159965	0.733364	dec_social_low	0.733364	16	n/a	2
14.159965	0.733364	dec_social_low_accept	0.733364	16	accept	2
19.051113	2	cue_social	n/a	16	n/a	n/a
19.051113	2	cue_social_low	n/a	16	n/a	n/a
20.995329	0.798500	dec_social_low	0.798500	16	n/a	2
20.995329	0.798500	dec_social_low_accept	0.798500	16	accept	2
25.881975	2	cue_social	n/a	32	n/a	n/a
25.881975	2	cue_social_high	n/a	32	n/a	n/a
27.826807	0.766507	dec_social_high	0.766507	32	n/a	3
27.826807	0.766507	dec_social_high_accept	0.766507	32	accept	3
33.530067	2	cue_social	n/a	16	n/a	n/a
33.530067	2	cue_social_low	n/a	16	n/a	n/a
35.477837	0.732458	dec_social_low	0.732458	16	n/a	4
35.477837	0.732458	dec_social_low_accept	0.732458	16	accept	4
40.304585	2	cue_nonsocial	n/a	32	n/a	n/a
40.304585	2	cue_nonsocial_high	n/a	32	n/a	n/a
42.310497	1.015967	dec_nonsocial_high	1.015967	32	n/a	8
42.310497	1.015967	dec_nonsocial_high_accept	1.015967	32	accept	8
47.954490	2	cue_nonsocial	n/a	32	n/a	n/a
47.954490	2	cue_nonsocial_high	n/a	32	n/a	n/a
49.960800	0.783003	dec_nonsocial_high	0.783003	32	n/a	3
49.960800	0.783003	dec_nonsocial_high_accept	0.783003	32	accept	3
54.787697	2	cue_nonsocial	n/a	16	n/a	n/a
54.787697	2	cue_nonsocial_low	n/a	16	n/a	n/a
56.793350	0.716369	dec_nonsocial_low	0.716369	16	n/a	1
56.793350	0.716369	dec_nonsocial_low_accept	0.716369	16	accept	1
64.102970	2	cue_social	n/a	16	n/a	n/a
64.102970	2	cue_social_low	n/a	16	n/a	n/a
66.059850	0.800431	dec_social_low	0.800431	16	n/a	1
66.059850	0.800431	dec_social_low_accept	0.800431	16	accept	1
70.962510	2	cue_social	n/a	16	n/a	n/a
70.962510	2	cue_social_low	n/a	16	n/a	n/a
72.892510	0.783817	dec_social_low	0.783817	16	n/a	4
72.892510	0.783817	dec_social_low_accept	0.783817	16	accept	4
78.590470	2	cue_social	n/a	32	n/a	n/a
78.590470	2	cue_social_high	n/a	32	n/a	n/a
80.543724	0.949660	dec_social_high	0.949660	32	n/a	2
80.543724	0.949660	dec_social_high_accept	0.949660	32	accept	2
85.370900	2	cue_nonsocial	n/a	16	n/a	n/a
85.370900	2	cue_nonsocial_low	n/a	16	n/a	n/a
87.376770	1.033426	dec_nonsocial_low	1.033426	16	n/a	2
87.376770	1.033426	dec_nonsocial_low_accept	1.033426	16	accept	2
93.066696	2	cue_social	n/a	16	n/a	n/a
93.066696	2	cue_social_low	n/a	16	n/a	n/a
95.025856	0.684199	dec_social_low	0.684199	16	n/a	4
95.025856	0.684199	dec_social_low_accept	0.684199	16	accept	4
102.350720	2	cue_social	n/a	16	n/a	n/a
102.350720	2	cue_social_low	n/a	16	n/a	n/a
104.275870	0.850803	dec_social_low	0.850803	16	n/a	4
