onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.130344	3.000000	missed_trial	3.000000	n/a	n/a	0	4
13.814403	15.722352	choice_computer	15.722352	2	high	0	2
19.067516	1.000000	outcome_computer_defect	15.722352	2	high	0	2
23.491764	26.239030	choice_computer	26.239030	8	high	0	8
30.243965	1.000000	outcome_computer_recip	26.239030	8	high	0	8
33.074608	35.522114	choice_friend	35.522114	8	high	4	8
39.826828	1.000000	outcome_friend_recip	35.522114	8	high	4	8
44.252250	46.338104	choice_computer	46.338104	8	high	2	8
49.504642	1.000000	outcome_computer_defect	46.338104	8	high	2	8
58.772380	61.022320	choice_computer	61.022320	8	high	2	8
65.524870	1.000000	outcome_computer_recip	61.022320	8	high	2	8
69.958690	72.571930	choice_friend	72.571930	0	low	0	4
79.626400	82.021194	choice_stranger	82.021194	8	high	2	8
86.378390	1.000000	outcome_stranger_defect	82.021194	8	high	2	8
89.194470	91.622050	choice_friend	91.622050	8	high	2	8
94.447430	1.000000	outcome_friend_defect	91.622050	8	high	2	8
97.257270	99.406150	choice_computer	99.406150	4	high	2	4
102.510270	1.000000	outcome_computer_defect	99.406150	4	high	2	4
106.934540	109.205215	choice_computer	109.205215	8	high	4	8
112.186380	1.000000	outcome_computer_defect	109.205215	8	high	4	8
115.005030	117.171150	choice_friend	117.171150	8	high	2	8
120.256996	1.000000	outcome_friend_recip	117.171150	8	high	2	8
123.075840	125.438324	choice_friend	125.438324	0	low	0	2
134.356750	137.639070	choice_stranger	137.639070	2	low	2	8
141.109820	1.000000	outcome_stranger_recip	137.639070	2	low	2	8
143.919100	146.655270	choice_computer	146.655270	2	high	0	2
150.671860	1.000000	outcome_computer_recip	146.655270	2	high	0	2
156.721500	159.156080	choice_friend	159.156080	2	low	2	8
161.973820	1.000000	outcome_friend_recip	159.156080	2	low	2	8
164.888670	168.106140	choice_stranger	168.106140	4	low	4	8
173.140850	1.000000	outcome_stranger_recip	168.106140	4	low	4	8
180.901500	183.755070	choice_stranger	183.755070	2	low	2	8
186.151780	1.000000	outcome_stranger_recip	183.755070	2	low	2	8
190.681810	193.621080	choice_stranger	193.621080	0	low	0	2
200.359900	203.039350	choice_computer	203.039350	4	high	0	4
207.113170	1.000000	outcome_computer_recip	203.039350	4	high	0	4
209.930100	212.472140	choice_friend	212.472140	2	high	0	2
215.183090	1.000000	outcome_friend_recip	212.472140	2	high	0	2
221.231020	224.322050	choice_friend	224.322050	8	high	0	8
227.981050	1.000000	outcome_friend_recip	224.322050	8	high	0	8
230.895370	233.272110	choice_stranger	233.272110	4	high	0	4
236.147810	1.000000	outcome_stranger_recip	233.272110	4	high	0	4
238.966200	241.889040	choice_friend	241.889040	2	low	2	8
244.218900	1.000000	outcome_friend_defect	241.889040	2	low	2	8
247.132170	249.738080	choice_stranger	249.738080	2	high	0	2
253.885100	1.000000	outcome_stranger_defect	249.738080	2	high	0	2
264.872040	268.055100	choice_stranger	268.055100	2	low	2	8
270.123260	1.000000	outcome_stranger_defect	268.055100	2	low	2	8
273.040950	275.337550	choice_stranger	275.337550	4	low	4	8
281.291960	1.000000	outcome_stranger_defect	275.337550	4	low	4	8
287.341250	290.372130	choice_friend	290.372130	8	high	0	8
294.093870	1.000000	outcome_friend_defect	290.372130	8	high	0	8
301.858500	304.171450	choice_stranger	304.171450	4	high	2	4
307.110570	1.000000	outcome_stranger_defect	304.171450	4	high	2	4
316.486800	318.538060	choice_stranger	318.538060	0	low	0	8
324.558100	3.000000	missed_trial	3.000000	n/a	n/a	2	4
332.620200	334.738400	choice_computer	334.738400	4	high	0	4
337.872920	1.000000	outcome_computer_defect	334.738400	4	high	0	4
340.786440	343.105070	choice_stranger	343.105070	4	high	2	4
349.038570	1.000000	outcome_stranger_recip	343.105070	4	high	2	4
351.849700	353.787080	choice_computer	353.787080	4	high	2	4
360.102170	1.000000	outcome_computer_recip	353.787080	4	high	2	4
362.912500	365.055050	choice_computer	365.055050	4	low	4	8
368.163020	1.000000	outcome_computer_recip	365.055050	4	low	4	8
371.077600	373.839080	choice_stranger	373.839080	8	high	0	8
376.330320	1.000000	outcome_stranger_defect	373.839080	8	high	0	8
380.756400	383.437200	choice_computer	383.437200	8	high	2	8
387.508900	1.000000	outcome_computer_recip	383.437200	8	high	2	8
390.319400	392.787100	choice_computer	392.787100	8	high	0	8
397.071900	1.000000	outcome_computer_defect	392.787100	8	high	0	8
399.889220	402.187100	choice_friend	402.187100	4	high	0	4
405.141800	1.000000	outcome_friend_recip	402.187100	4	high	0	4
411.188960	413.438100	choice_friend	413.438100	4	high	2	4
416.441860	1.000000	outcome_friend_defect	413.438100	4	high	2	4
420.872600	423.187300	choice_friend	423.187300	8	high	4	8
427.624330	1.000000	outcome_friend_defect	423.187300	8	high	4	8
432.049070	434.337130	choice_computer	434.337130	8	high	2	8
437.301800	1.000000	outcome_computer_defect	434.337130	8	high	2	8
