onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.016418	6.796958	choice_computer	6.796958	2	high	0	2
9.268716	1.000000	outcome_computer_recip	6.796958	2	high	0	2
12.081717	14.564096	choice_friend	14.564096	2	high	0	2
18.833510	1.000000	outcome_friend_recip	14.564096	2	high	0	2
21.643833	24.264091	choice_friend	24.264091	2	high	0	2
26.895996	1.000000	outcome_friend_defect	24.264091	2	high	0	2
34.665370	37.412167	choice_stranger	37.412167	4	high	2	4
39.918750	1.000000	outcome_stranger_recip	37.412167	4	high	2	4
46.070550	48.830048	choice_stranger	48.830048	2	high	0	2
51.323677	1.000000	outcome_stranger_defect	48.830048	2	high	0	2
54.135130	56.745990	choice_friend	56.745990	4	high	0	4
59.387688	1.000000	outcome_friend_recip	56.745990	4	high	0	4
65.541450	68.097010	choice_stranger	68.097010	2	low	2	8
72.294650	1.000000	outcome_stranger_recip	68.097010	2	low	2	8
75.217810	77.680200	choice_stranger	77.680200	2	low	2	8
81.970590	1.000000	outcome_stranger_defect	77.680200	2	low	2	8
84.778710	87.913180	choice_computer	87.913180	2	low	2	8
91.531815	1.000000	outcome_computer_defect	87.913180	2	low	2	8
94.339960	96.745950	choice_computer	96.745950	2	high	0	2
99.590160	1.000000	outcome_computer_defect	96.745950	2	high	0	2
102.402050	105.830124	choice_computer	105.830124	8	high	0	8
107.652130	1.000000	outcome_computer_defect	105.830124	8	high	0	8
110.461555	113.029490	choice_computer	113.029490	8	high	0	8
117.215126	1.000000	outcome_computer_recip	113.029490	8	high	0	8
123.368790	125.980140	choice_stranger	125.980140	4	high	0	4
130.120420	1.000000	outcome_stranger_defect	125.980140	4	high	0	4
134.548320	137.046020	choice_friend	137.046020	8	high	0	8
141.299940	1.000000	outcome_friend_defect	137.046020	8	high	0	8
152.188660	154.778870	choice_friend	154.778870	8	high	4	8
157.440060	1.000000	outcome_friend_defect	154.778870	8	high	4	8
161.863740	164.447170	choice_computer	164.447170	8	high	4	8
167.116320	1.000000	outcome_computer_defect	164.447170	8	high	4	8
170.047210	172.546000	choice_stranger	172.546000	4	high	2	4
178.300500	1.000000	outcome_stranger_defect	172.546000	4	high	2	4
184.453100	186.979630	choice_stranger	186.979630	4	low	4	8
192.706560	1.000000	outcome_stranger_recip	186.979630	4	low	4	8
197.130950	199.795880	choice_computer	199.795880	8	high	2	8
202.383180	1.000000	outcome_computer_defect	199.795880	8	high	2	8
206.810240	209.180190	choice_friend	209.180190	8	high	2	8
212.062560	1.000000	outcome_friend_recip	209.180190	8	high	2	8
219.720350	222.112870	choice_friend	222.112870	4	high	0	4
224.972100	1.000000	outcome_friend_defect	222.112870	4	high	0	4
227.896150	230.429000	choice_stranger	230.429000	2	low	2	8
233.148540	1.000000	outcome_stranger_defect	230.429000	2	low	2	8
237.577500	240.096910	choice_friend	240.096910	8	high	2	8
244.330550	1.000000	outcome_friend_recip	240.096910	8	high	2	8
248.757320	251.495910	choice_friend	251.495910	8	high	0	8
255.508010	1.000000	outcome_friend_recip	251.495910	8	high	0	8
258.320040	260.912720	choice_computer	260.912720	4	high	0	4
265.072630	1.000000	outcome_computer_defect	260.912720	4	high	0	4
267.883150	270.479770	choice_computer	270.479770	4	high	0	4
273.136630	1.000000	outcome_computer_recip	270.479770	4	high	0	4
276.059630	278.528900	choice_stranger	278.528900	2	low	2	8
282.812500	1.000000	outcome_stranger_recip	278.528900	2	low	2	8
288.963070	291.712250	choice_stranger	291.712250	4	high	0	4
294.214700	1.000000	outcome_stranger_recip	291.712250	4	high	0	4
303.489350	305.696000	choice_friend	305.696000	8	high	2	8
308.741500	1.000000	outcome_friend_defect	305.696000	8	high	2	8
313.165530	316.095760	choice_computer	316.095760	2	low	2	8
321.417820	1.000000	outcome_computer_recip	316.095760	2	low	2	8
324.336520	327.128850	choice_stranger	327.128850	2	high	0	2
329.589360	1.000000	outcome_stranger_recip	327.128850	2	high	0	2
334.015500	336.929170	choice_friend	336.929170	4	high	2	4
339.267330	1.000000	outcome_friend_defect	336.929170	4	high	2	4
348.536680	351.412720	choice_computer	351.412720	4	high	2	4
353.789500	1.000000	outcome_computer_defect	351.412720	4	high	2	4
356.712280	359.344760	choice_stranger	359.344760	4	low	4	8
361.964200	1.000000	outcome_stranger_defect	359.344760	4	low	4	8
366.390900	369.061830	choice_computer	369.061830	4	high	2	4
371.643500	1.000000	outcome_computer_recip	369.061830	4	high	2	4
376.180940	378.779240	choice_stranger	378.779240	0	low	0	8
388.860100	391.079860	choice_friend	391.079860	8	high	4	8
395.612300	1.000000	outcome_friend_recip	391.079860	8	high	4	8
398.421400	401.428340	choice_computer	401.428340	4	low	4	8
405.174400	1.000000	outcome_computer_recip	401.428340	4	low	4	8
407.983920	410.562260	choice_computer	410.562260	2	low	2	8
414.734830	1.000000	outcome_computer_recip	410.562260	2	low	2	8
417.550450	420.228640	choice_friend	420.228640	4	high	2	4
422.802030	1.000000	outcome_friend_recip	420.228640	4	high	2	4
425.615660	428.010800	choice_friend	428.010800	8	high	2	8
432.367280	1.000000	outcome_friend_defect	428.010800	8	high	2	8
435.290100	438.145700	choice_stranger	438.145700	0	low	0	8
