onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.574911	2	cue_social	n/a	16	n/a	n/a
4.574911	2	cue_social_low	n/a	16	n/a	n/a
6.514938	0.966292	dec_social_low	0.966292	16	n/a	1
6.514938	0.966292	dec_social_low_accept	0.966292	16	accept	1
11.429559	2	cue_social	n/a	16	n/a	n/a
11.429559	2	cue_social_low	n/a	16	n/a	n/a
13.348301	1.082933	dec_social_low	1.082933	16	n/a	1
13.348301	1.082933	dec_social_low_accept	1.082933	16	accept	1
18.175068	2	cue_nonsocial	n/a	32	n/a	n/a
18.175068	2	cue_nonsocial_high	n/a	32	n/a	n/a
20.180950	1.050651	dec_nonsocial_high	1.050651	32	n/a	8
20.180950	1.050651	dec_nonsocial_high_accept	1.050651	32	accept	8
25.008696	2	cue_nonsocial	n/a	16	n/a	n/a
25.008696	2	cue_nonsocial_low	n/a	16	n/a	n/a
27.014490	0.833797	dec_nonsocial_low	0.833797	16	n/a	1
27.014490	0.833797	dec_nonsocial_low_accept	0.833797	16	accept	1
31.842295	2	cue_nonsocial	n/a	32	n/a	n/a
31.842295	2	cue_nonsocial_high	n/a	32	n/a	n/a
33.848206	0.916163	dec_nonsocial_high	0.916163	32	n/a	3
33.848206	0.916163	dec_nonsocial_high_accept	0.916163	32	accept	3
38.682080	2	cue_social	n/a	16	n/a	n/a
38.682080	2	cue_social_low	n/a	16	n/a	n/a
40.682533	0.749092	dec_social_low	0.749092	16	n/a	4
40.682533	0.749092	dec_social_low_accept	0.749092	16	accept	4
46.325330	2	cue_nonsocial	n/a	32	n/a	n/a
46.325330	2	cue_nonsocial_high	n/a	32	n/a	n/a
48.331303	1.216137	dec_nonsocial_high	1.216137	32	n/a	16
48.331303	1.216137	dec_nonsocial_high_accept	1.216137	32	accept	16
53.205387	2	cue_social	n/a	16	n/a	n/a
53.205387	2	cue_social_low	n/a	16	n/a	n/a
55.165340	0.949635	dec_social_low	0.949635	16	n/a	2
55.165340	0.949635	dec_social_low_accept	0.949635	16	accept	2
60.814000	2	cue_social	n/a	16	n/a	n/a
60.814000	2	cue_social_low	n/a	16	n/a	n/a
62.814426	1.166866	dec_social_low	1.166866	16	n/a	1
62.814426	1.166866	dec_social_low_accept	1.166866	16	accept	1
68.458620	2	cue_nonsocial	n/a	16	n/a	n/a
68.458620	2	cue_nonsocial_low	n/a	16	n/a	n/a
70.465004	1.116127	dec_nonsocial_low	1.116127	16	n/a	2
70.465004	1.116127	dec_nonsocial_low_accept	1.116127	16	accept	2
75.292206	2	cue_nonsocial	n/a	16	n/a	n/a
75.292206	2	cue_nonsocial_low	n/a	16	n/a	n/a
77.297770	0.983683	dec_nonsocial_low	0.983683	16	n/a	1
77.297770	0.983683	dec_nonsocial_low_accept	0.983683	16	accept	1
86.252040	2	cue_social	n/a	16	n/a	n/a
86.252040	2	cue_social_low	n/a	16	n/a	n/a
88.165010	0.749834	dec_social_low	0.749834	16	n/a	1
88.165010	0.749834	dec_social_low_accept	0.749834	16	accept	1
93.076550	2	cue_social	n/a	16	n/a	n/a
93.076550	2	cue_social_low	n/a	16	n/a	n/a
