onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.025349	6.133643	choice_friend	6.133643	8	high	4	8
10.779461	1.000000	outcome_friend_defect	6.133643	8	high	4	8
13.590601	15.633202	choice_friend	15.633202	8	high	0	8
18.841093	1.000000	outcome_friend_defect	15.633202	8	high	0	8
28.230124	30.666729	choice_stranger	30.666729	8	high	2	8
34.983078	1.000000	outcome_stranger_recip	30.666729	8	high	2	8
37.904076	40.116142	choice_stranger	40.116142	2	high	0	2
43.156470	1.000000	outcome_stranger_defect	40.116142	2	high	0	2
50.920464	53.633743	choice_stranger	53.633743	2	low	2	8
56.172750	1.000000	outcome_stranger_recip	53.633743	2	low	2	8
60.711723	63.384567	choice_stranger	63.384567	2	low	2	8
65.964750	1.000000	outcome_stranger_defect	63.384567	2	low	2	8
75.347520	78.049090	choice_stranger	78.049090	8	high	0	8
80.599724	1.000000	outcome_stranger_recip	78.049090	8	high	0	8
86.643520	88.982730	choice_friend	88.982730	8	high	0	8
91.895740	1.000000	outcome_friend_recip	88.982730	8	high	0	8
94.812480	96.967000	choice_stranger	96.967000	4	low	4	8
101.564660	1.000000	outcome_stranger_defect	96.967000	4	low	4	8
104.485360	107.183380	choice_stranger	107.183380	4	high	2	4
109.735630	1.000000	outcome_stranger_defect	107.183380	4	high	2	4
114.164730	116.733090	choice_computer	116.733090	2	low	2	8
119.417990	1.000000	outcome_computer_recip	116.733090	2	low	2	8
122.227745	124.632940	choice_computer	124.632940	2	low	2	8
127.479385	1.000000	outcome_computer_recip	124.632940	2	low	2	8
131.907800	134.117130	choice_friend	134.117130	8	high	2	8
137.159730	1.000000	outcome_friend_defect	134.117130	8	high	2	8
148.151300	150.299030	choice_stranger	150.299030	4	high	0	4
153.403640	1.000000	outcome_stranger_recip	150.299030	4	high	0	4
156.330100	158.849030	choice_stranger	158.849030	2	low	2	8
161.581770	1.000000	outcome_stranger_defect	158.849030	2	low	2	8
166.008510	168.316480	choice_computer	168.316480	2	high	0	2
171.260790	1.000000	outcome_computer_defect	168.316480	2	high	0	2
174.076720	176.533940	choice_friend	176.533940	8	high	2	8
180.829600	1.000000	outcome_friend_defect	176.533940	8	high	2	8
183.643020	186.032580	choice_friend	186.032580	4	high	2	4
191.894200	1.000000	outcome_friend_defect	186.032580	4	high	2	4
197.936480	200.117700	choice_computer	200.117700	4	high	2	4
203.188750	1.000000	outcome_computer_defect	200.117700	4	high	2	4
206.003280	208.383030	choice_friend	208.383030	8	high	2	8
212.755040	1.000000	outcome_friend_recip	208.383030	8	high	2	8
217.182750	219.282800	choice_friend	219.282800	2	high	0	2
223.933910	1.000000	outcome_friend_recip	219.282800	2	high	0	2
228.465760	230.566880	choice_stranger	230.566880	2	low	2	4
235.218520	1.000000	outcome_stranger_recip	230.566880	2	low	2	4
239.646790	242.049200	choice_friend	242.049200	4	high	0	4
246.399520	1.000000	outcome_friend_recip	242.049200	4	high	0	4
249.209260	251.532840	choice_computer	251.532840	4	low	4	8
255.962720	1.000000	outcome_computer_defect	251.532840	4	low	4	8
258.770870	260.865400	choice_computer	260.865400	2	low	2	8
265.521120	1.000000	outcome_computer_defect	260.865400	2	low	2	8
269.948550	272.149960	choice_computer	272.149960	4	high	0	4
275.201540	1.000000	outcome_computer_recip	272.149960	4	high	0	4
281.241300	283.281800	choice_computer	283.281800	4	low	4	8
286.491850	1.000000	outcome_computer_recip	283.281800	4	low	4	8
289.303280	291.366500	choice_computer	291.366500	4	high	0	4
297.555700	1.000000	outcome_computer_defect	291.366500	4	high	0	4
300.474640	302.599580	choice_stranger	302.599580	4	low	4	8
305.727300	1.000000	outcome_stranger_recip	302.599580	4	low	4	8
311.874400	313.765320	choice_stranger	313.765320	8	high	0	8
317.126250	1.000000	outcome_stranger_defect	313.765320	8	high	0	8
320.048200	322.182160	choice_stranger	322.182160	2	high	0	2
328.300380	1.000000	outcome_stranger_recip	322.182160	2	high	0	2
331.115500	333.499820	choice_friend	333.499820	4	high	2	4
337.867650	1.000000	outcome_friend_recip	333.499820	4	high	2	4
342.294100	344.281770	choice_computer	344.281770	2	high	0	2
347.546020	1.000000	outcome_computer_recip	344.281770	2	high	0	2
350.358460	352.366800	choice_friend	352.366800	2	high	0	2
358.611150	1.000000	outcome_friend_defect	352.366800	2	high	0	2
361.423650	363.515050	choice_friend	363.515050	4	high	0	4
368.174380	1.000000	outcome_friend_defect	363.515050	4	high	0	4
372.600980	374.865260	choice_computer	374.865260	8	high	0	8
379.353640	1.000000	outcome_computer_defect	374.865260	8	high	0	8
382.167630	384.599000	choice_friend	384.599000	8	high	4	8
387.419130	1.000000	outcome_friend_recip	384.599000	8	high	4	8
390.232540	392.349850	choice_friend	392.349850	8	high	2	8
396.983830	1.000000	outcome_friend_recip	392.349850	8	high	2	8
399.794560	401.832370	choice_computer	401.832370	8	high	0	8
405.046540	1.000000	outcome_computer_recip	401.832370	8	high	0	8
407.857400	410.014700	choice_computer	410.014700	4	high	2	4
413.107900	1.000000	outcome_computer_recip	410.014700	4	high	2	4
417.536220	419.498260	choice_computer	419.498260	8	high	2	8
422.788600	1.000000	outcome_computer_defect	419.498260	8	high	2	8
428.935500	431.032650	choice_stranger	431.032650	4	high	0	4
435.688200	1.000000	outcome_stranger_defect	431.032650	4	high	0	4
