onset	duration	trial_type	response_time	Endowment	Decision	Offer
4.501766	2	cue_nonsocial	n/a	16	n/a	n/a
4.501766	2	cue_nonsocial_low	n/a	16	n/a	n/a
6.507245	1.233461	dec_nonsocial_low	1.233461	16	n/a	8
6.507245	1.233461	dec_nonsocial_low_accept	1.233461	16	accept	8
12.151642	2	cue_nonsocial	n/a	16	n/a	n/a
12.151642	2	cue_nonsocial_low	n/a	16	n/a	n/a
14.157564	1.199405	dec_nonsocial_low	1.199405	16	n/a	1
14.157564	1.199405	dec_nonsocial_low_accept	1.199405	16	accept	1
21.513810	2	cue_social	n/a	16	n/a	n/a
21.513810	2	cue_social_low	n/a	16	n/a	n/a
23.407328	1.049764	dec_social_low	1.049764	16	n/a	4
23.407328	1.049764	dec_social_low_accept	1.049764	16	accept	4
28.362064	2	cue_social	n/a	32	n/a	n/a
28.362064	2	cue_social_high	n/a	32	n/a	n/a
30.239980	1.067066	dec_social_high	1.067066	32	n/a	2
30.239980	1.067066	dec_social_high_accept	1.067066	32	accept	2
35.068035	2	cue_nonsocial	n/a	16	n/a	n/a
35.068035	2	cue_nonsocial_low	n/a	16	n/a	n/a
37.074070	1.016444	dec_nonsocial_low	1.016444	16	n/a	1
37.074070	1.016444	dec_nonsocial_low_accept	1.016444	16	accept	1
41.993960	2	cue_social	n/a	32	n/a	n/a
41.993960	2	cue_social_high	n/a	32	n/a	n/a
43.907593	0.932902	dec_social_high	0.932902	32	n/a	3
43.907593	0.932902	dec_social_high_accept	0.932902	32	accept	3
49.651000	2	cue_social	n/a	16	n/a	n/a
49.651000	2	cue_social_low	n/a	16	n/a	n/a
51.557600	1.299462	dec_social_low	1.299462	16	n/a	2
51.557600	1.299462	dec_social_low_accept	1.299462	16	accept	2
57.201347	2	cue_nonsocial	n/a	32	n/a	n/a
57.201347	2	cue_nonsocial_high	n/a	32	n/a	n/a
59.207370	1.099862	dec_nonsocial_high	1.099862	32	n/a	8
59.207370	1.099862	dec_nonsocial_high_accept	1.099862	32	accept	8
66.567696	2	cue_social	n/a	32	n/a	n/a
66.567696	2	cue_social_high	n/a	32	n/a	n/a
68.457450	0.749573	dec_social_high	0.749573	32	n/a	3
68.457450	0.749573	dec_social_high_accept	0.749573	32	accept	3
73.285360	2	cue_nonsocial	n/a	16	n/a	n/a
73.285360	2	cue_nonsocial_low	n/a	16	n/a	n/a
75.290360	0.850114	dec_nonsocial_low	0.850114	16	n/a	1
75.290360	0.850114	dec_nonsocial_low_accept	0.850114	16	accept	1
80.118324	2	cue_nonsocial	n/a	32	n/a	n/a
80.118324	2	cue_nonsocial_high	n/a	32	n/a	n/a
82.123990	1.666022	dec_nonsocial_high	1.666022	32	n/a	8
82.123990	1.666022	dec_nonsocial_high_accept	1.666022	32	accept	8
87.768760	2	cue_nonsocial	n/a	16	n/a	n/a
87.768760	2	cue_nonsocial_low	n/a	16	n/a	n/a
89.773415	0.916366	dec_nonsocial_low	0.916366	16	n/a	2
89.773415	0.916366	dec_nonsocial_low_accept	0.916366	16	accept	2
94.601920	2	cue_nonsocial	n/a	16	n/a	n/a
94.601920	2	cue_nonsocial_low	n/a	16	n/a	n/a
96.607240	0.983189	dec_nonsocial_low	0.983189	16	n/a	8
96.607240	0.983189	dec_nonsocial_low_accept	0.983189	16	accept	8
102.251540	2	cue_nonsocial	n/a	32	n/a	n/a
102.251540	2	cue_nonsocial_high	n/a	32	n/a	n/a
104.256830	2.183655	dec_nonsocial_high	2.183655	32	n/a	2
104.256830	2.183655	dec_nonsocial_high_accept	2.183655	32	accept	2
111.502090	2	cue_nonsocial	n/a	32	n/a	n/a
111.502090	2	cue_nonsocial_high	n/a	32	n/a	n/a
113.507385	1.165845	dec_nonsocial_high	1.165845	32	n/a	3
113.507385	1.165845	dec_nonsocial_high_accept	1.165845	32	accept	3
123.984695	2	cue_nonsocial	n/a	32	n/a	n/a
123.984695	2	cue_nonsocial_high	n/a	32	n/a	n/a
125.990500	0.982624	dec_nonsocial_high	0.982624	32	n/a	16
125.990500	0.982624	dec_nonsocial_high_accept	0.982624	32	accept	16
130.916410	2	cue_social	n/a	32	n/a	n/a
130.916410	2	cue_social_high	n/a	32	n/a	n/a
132.823460	1.150142	dec_social_high	1.150142	32	n/a	16
132.823460	1.150142	dec_social_high_accept	1.150142	32	accept	16
140.068850	2	cue_nonsocial	n/a	16	n/a	n/a
140.068850	2	cue_nonsocial_low	n/a	16	n/a	n/a
142.073640	0.882879	dec_nonsocial_low	0.882879	16	n/a	2
142.073640	0.882879	dec_nonsocial_low_accept	0.882879	16	accept	2
147.005250	2	cue_social	n/a	16	n/a	n/a
147.005250	2	cue_social_low	n/a	16	n/a	n/a
148.906880	1.566559	dec_social_low	1.566559	16	n/a	2
148.906880	1.566559	dec_social_low_accept	1.566559	16	accept	2
154.553390	2	cue_nonsocial	n/a	32	n/a	n/a
154.553390	2	cue_nonsocial_high	n/a	32	n/a	n/a
156.557270	1.083236	dec_nonsocial_high	1.083236	32	n/a	3
156.557270	1.083236	dec_nonsocial_high_accept	1.083236	32	accept	3
161.505720	2	cue_social	n/a	32	n/a	n/a
161.505720	2	cue_social_high	n/a	32	n/a	n/a
163.389940	0.933269	dec_social_high	0.933269	32	n/a	16
163.389940	0.933269	dec_social_high_accept	0.933269	32	accept	16
169.035390	2	cue_nonsocial	n/a	16	n/a	n/a
169.035390	2	cue_nonsocial_low	n/a	16	n/a	n/a
171.040880	1.115350	dec_nonsocial_low	1.115350	16	n/a	4
171.040880	1.115350	dec_nonsocial_low_accept	1.115350	16	accept	4
175.966810	2	cue_social	n/a	16	n/a	n/a
175.966810	2	cue_social_low	n/a	16	n/a	n/a
177.874500	1.782569	dec_social_low	1.782569	16	n/a	8
177.874500	1.782569	dec_social_low_accept	1.782569	16	accept	8
182.819820	2	cue_social	n/a	32	n/a	n/a
182.819820	2	cue_social_high	n/a	32	n/a	n/a
184.707120	0.932650	dec_social_high	0.932650	32	n/a	2
184.707120	0.932650	dec_social_high_accept	0.932650	32	accept	2
193.568630	2	cue_nonsocial	n/a	32	n/a	n/a
193.568630	2	cue_nonsocial_high	n/a	32	n/a	n/a
195.572780	0.816927	dec_nonsocial_high	0.816927	32	n/a	2
195.572780	0.816927	dec_nonsocial_high_accept	0.816927	32	accept	2
200.401860	2	cue_nonsocial	n/a	32	n/a	n/a
200.401860	2	cue_nonsocial_high	n/a	32	n/a	n/a
202.407010	3.766946	missed_trial	n/a	32.000000	n/a	n/a
207.251200	2	cue_nonsocial	n/a	32	n/a	n/a
207.251200	2	cue_nonsocial_high	n/a	32	n/a	n/a
209.256260	1.100653	dec_nonsocial_high	1.100653	32	n/a	3
209.256260	1.100653	dec_nonsocial_high_accept	1.100653	32	accept	3
214.901800	2	cue_nonsocial	n/a	32	n/a	n/a
214.901800	2	cue_nonsocial_high	n/a	32	n/a	n/a
216.906620	0.916445	dec_nonsocial_high	0.916445	32	n/a	16
216.906620	0.916445	dec_nonsocial_high_accept	0.916445	32	accept	16
221.735140	2	cue_nonsocial	n/a	32	n/a	n/a
221.735140	2	cue_nonsocial_high	n/a	32	n/a	n/a
223.740450	0.649756	dec_nonsocial_high	0.649756	32	n/a	8
223.740450	0.649756	dec_nonsocial_high_accept	0.649756	32	accept	8
229.475080	2	cue_social	n/a	32	n/a	n/a
229.475080	2	cue_social_high	n/a	32	n/a	n/a
231.390170	0.833585	dec_social_high	0.833585	32	n/a	3
231.390170	0.833585	dec_social_high_accept	0.833585	32	accept	3
236.324480	2	cue_social	n/a	32	n/a	n/a
236.324480	2	cue_social_high	n/a	32	n/a	n/a
238.223890	1.083173	dec_social_high	1.083173	32	n/a	16
238.223890	1.083173	dec_social_high_accept	1.083173	32	accept	16
247.210720	2	cue_social	n/a	16	n/a	n/a
247.210720	2	cue_social_low	n/a	16	n/a	n/a
249.090070	0.833049	dec_social_low	0.833049	16	n/a	1
249.090070	0.833049	dec_social_low_accept	0.833049	16	accept	1
254.017600	2	cue_social	n/a	32	n/a	n/a
254.017600	2	cue_social_high	n/a	32	n/a	n/a
255.923390	0.883366	dec_social_high	0.883366	32	n/a	8
255.923390	0.883366	dec_social_high_accept	0.883366	32	accept	8
261.568080	2	cue_nonsocial	n/a	32	n/a	n/a
261.568080	2	cue_nonsocial_high	n/a	32	n/a	n/a
263.573640	1.132925	dec_nonsocial_high	1.132925	32	n/a	8
263.573640	1.132925	dec_nonsocial_high_accept	1.132925	32	accept	8
268.410600	2	cue_nonsocial	n/a	32	n/a	n/a
268.410600	2	cue_nonsocial_high	n/a	32	n/a	n/a
270.406340	1.150411	dec_nonsocial_high	1.150411	32	n/a	16
270.406340	1.150411	dec_nonsocial_high_accept	1.150411	32	accept	16
276.123000	2	cue_social	n/a	16	n/a	n/a
276.123000	2	cue_social_low	n/a	16	n/a	n/a
278.055660	0.767844	dec_social_low	0.767844	16	n/a	8
278.055660	0.767844	dec_social_low_accept	0.767844	16	accept	8
285.397030	2	cue_social	n/a	16	n/a	n/a
285.397030	2	cue_social_low	n/a	16	n/a	n/a
287.307100	1.099735	dec_social_low	1.099735	16	n/a	1
287.307100	1.099735	dec_social_low_accept	1.099735	16	accept	1
292.134860	2	cue_nonsocial	n/a	32	n/a	n/a
292.134860	2	cue_nonsocial_high	n/a	32	n/a	n/a
294.141600	1.147921	dec_nonsocial_high	1.147921	32	n/a	2
294.141600	1.147921	dec_nonsocial_high_accept	1.147921	32	accept	2
298.967700	2	cue_nonsocial	n/a	32	n/a	n/a
298.967700	2	cue_nonsocial_high	n/a	32	n/a	n/a
300.973630	1.365833	dec_nonsocial_high	1.365833	32	n/a	16
300.973630	1.365833	dec_nonsocial_high_accept	1.365833	32	accept	16
306.691650	2	cue_social	n/a	16	n/a	n/a
306.691650	2	cue_social_low	n/a	16	n/a	n/a
308.623500	1.199676	dec_social_low	1.199676	16	n/a	4
308.623500	1.199676	dec_social_low_accept	1.199676	16	accept	4
313.530730	2	cue_social	n/a	32	n/a	n/a
313.530730	2	cue_social_high	n/a	32	n/a	n/a
315.455780	1.334198	dec_social_high	1.334198	32	n/a	2
315.455780	1.334198	dec_social_high_accept	1.334198	32	accept	2
322.797240	2	cue_social	n/a	32	n/a	n/a
322.797240	2	cue_social_high	n/a	32	n/a	n/a
324.721950	1.484059	dec_social_high	1.484059	32	n/a	2
324.721950	1.484059	dec_social_high_accept	1.484059	32	accept	2
333.674600	2	cue_social	n/a	32	n/a	n/a
333.674600	2	cue_social_high	n/a	32	n/a	n/a
335.588900	1.350883	dec_social_high	1.350883	32	n/a	16
335.588900	1.350883	dec_social_high_accept	1.350883	32	accept	16
342.835000	2	cue_nonsocial	n/a	32	n/a	n/a
342.835000	2	cue_nonsocial_high	n/a	32	n/a	n/a
344.839360	1.433885	dec_nonsocial_high	1.433885	32	n/a	3
344.839360	1.433885	dec_nonsocial_high_accept	1.433885	32	accept	3
349.756960	2	cue_social	n/a	32	n/a	n/a
349.756960	2	cue_social_high	n/a	32	n/a	n/a
351.672670	1.216474	dec_social_high	1.216474	32	n/a	8
351.672670	1.216474	dec_social_high_accept	1.216474	32	accept	8
356.595500	2	cue_social	n/a	32	n/a	n/a
356.595500	2	cue_social_high	n/a	32	n/a	n/a
358.506320	1.100321	dec_social_high	1.100321	32	n/a	3
358.506320	1.100321	dec_social_high_accept	1.100321	32	accept	3
363.416260	2	cue_social	n/a	32	n/a	n/a
363.416260	2	cue_social_high	n/a	32	n/a	n/a
365.339750	2.832934	dec_social_high	2.832934	32	n/a	8
365.339750	2.832934	dec_social_high_accept	2.832934	32	accept	8
371.005680	2	cue_social	n/a	16	n/a	n/a
371.005680	2	cue_social_low	n/a	16	n/a	n/a
372.989800	0.916274	dec_social_low	0.916274	16	n/a	4
372.989800	0.916274	dec_social_low_accept	0.916274	16	accept	4
